joke
แดดร้อนที่แยงตา ไม่เท่าเธอยิ้มมาแล้วแยงใจ
รักน้องข้างเดียวเหมือนข้าวเหนียวนึ่ง นำท่วมไม่ถึงแห้งแหงแก๋
โอ๊ยช่วยผมด้วยหายใจไม่ออกทำไมเธอต้องมาขโมยลมหายใจผมด้วย
เธอน่าจะเป็นช่างนะ ช่างน่ารักจริง จริง
ถ้าคลื่นความคิดถึงที่ให้เธอคือสึนามิ รับรองเลยว่าดอยสุเทพก็ไม่เหลือ
คือเราเป็นโรคไตอ่ะ…ไตหาหัวจาม “ตามหาหัวใจไงล่ะ”…อิ…อิ
“ยังรักอยู่เหมือนเดิม… แต่ที่เพิ่มเติมคือความห่วงใย”
เอ่อคุณครับ มีดอกรักรึเปล่า ช่วยเอามาใส่แจกันในหัวใจ ผมหน่อยครับ
แม้โลกจะมีเปลี่ยนกลางคืนกลางวัน แต่รักของฉันมีให้เธอทั้งวันทั้งคืนไม่เปลี่ยนแปลง และจะแข็งแรงขึ้นทุกคืนทุกวัน ก๊อฟรักจุ๋มนะ
 ตัวหนอนยังคิดถึงใบชา แล้วใยเล่าคนธรรมดาอย่างฉันจะไม่คิดถึงเธอ
 รักคุณยิ่งกว่าแรพเตอร์ ห่วงใยคุณยิ่งกว่าแบรนด์ซุปไก่ รักคุณยิ่งกว่าการบินไทย ห่วงใยคุณยิ่งกว่ายางมิชชลิน
 โอ๊ย !… เจ็บจัง ตกหลุมรักคุณจังเบ้อเร่อเลย หมอบอกผมเป็นโรคไตอ่ะ (ไตหาหัวจาม ตามหาหัวใจไง หาตั้งนานอยู่ที่คุณน่ะเอง)
 นั้งคิดจนหัวหงอก เพียงแค่จะบอกว่ารักเธอ
 แขนของเธอเป็นฮอยอีหยังน่ะ เจ็บหรือเปล่า “ก็ฮอยอัน ฉันรักเธอไงจ๊ะที่รัก ไม่เจ็บหรอก”
 วันนี้เธอว่างไหม จะชวนเขามานั่งในหัวใจฉัน
 ฉันรักเธอจนสุดจะทานทน ชายอื่นหมื่นล้านคน มิเทียมเทียบเธอ
 คุณรู้มั้ย ตั้งแต่ผมเกิดมา ผมยังไม่เคยมองผู้หญิงคนไหนเลย หมาตัวเมียผมยังไม่สนเลย จนมาได้พบคุณ คุณเป็นคนแรกและคนเดียว ที่ผมสนใจ และผมก็รักคุณมากด้วย
 เตรียมปัดกวาดห้องใจ เพื่อต้อนรับขวัญใจของน้อง
 วันพรุ่งนี้ผมคงไม่ได้เห็นคุณอีกแล้วล่ะเพราะความรักทำให้คนตาบอด
